geography_code,Borough,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,sum_2021
E01002964,Kingston upon Thames,21,13,57,1,4,30,3,134,14,148,425
E01004224,Tower Hamlets,25,48,31,4,2,30,15,97,67,101,420
E01004259,Tower Hamlets,41,16,66,10,2,64,10,67,26,118,420
E01002711,Islington,25,24,12,2,5,32,22,194,19,84,419
E01000482,Brent,22,19,45,6,3,50,9,107,31,124,416
E01003102,Lambeth,16,26,21,5,2,37,18,163,12,116,416
E01002353,Havering,38,15,73,5,6,41,9,99,16,111,413
E01000930,Camden,18,20,14,5,0,42,22,158,29,103,411
E01001666,Greenwich,18,17,11,2,0,35,11,188,49,78,409
E01004617,Wandsworth,29,16,20,3,0,43,3,113,25,157,409
E01000125,Barnet,29,26,25,5,3,15,5,40,35,225,408
E01000360,Bexley,21,16,48,5,2,30,14,123,10,137,406
E01001261,Ealing,25,24,18,10,1,35,13,112,42,125,405
E01001507,Enfield,20,29,13,4,4,31,25,102,60,117,405
E01003690,Redbridge,24,22,69,3,4,37,22,98,32,94,405
E01004552,Wandsworth,13,37,9,6,6,26,9,211,14,73,404
E01000146,Barnet,25,32,13,7,3,54,12,114,30,113,403
E01002678,Hounslow,11,10,16,5,1,28,2,202,65,63,403
E01001498,Enfield,24,21,3,3,1,31,21,156,70,71,401
E01001941,Hammersmith and Fulham,21,16,26,3,4,39,20,117,25,128,399
E01002826,Kensington and Chelsea,9,14,12,0,3,31,2,254,10,64,399
E01001979,Haringey,33,16,20,3,3,55,20,65,55,127,397
E01004420,Waltham Forest,18,8,23,1,2,39,14,140,26,126,397
E01004661,Westminster,26,29,19,5,5,31,21,130,18,113,397
E01000958,Camden,30,27,23,4,0,36,18,86,24,148,396
E01004749,Westminster,26,30,19,7,4,63,13,109,14,111,396
E01003456,Merton,25,10,18,4,3,35,9,188,7,96,395
E01002566,Hounslow,22,21,19,5,0,30,4,108,33,152,394
E01002803,Islington,19,29,33,3,2,22,20,155,32,79,394
E01004715,Westminster,23,17,3,2,,17,21,178,75,58,394
E01033726,Greenwich,36,30,22,7,5,38,11,51,36,156,392
E01002852,Kensington and Chelsea,16,20,38,3,5,26,15,116,31,119,389
E01001118,Croydon,45,25,63,12,9,42,6,40,29,116,387
E01004657,Westminster,16,36,12,1,1,18,11,127,103,62,387
E01033585,Newham,27,32,16,5,2,24,13,72,102,94,387
E01003109,Lambeth,28,18,17,5,4,30,20,144,18,101,385
E01002282,Havering,21,15,17,4,2,35,16,132,10,132,384
E01004261,Tower Hamlets,24,12,27,4,,38,4,90,14,171,384
E01004626,Wandsworth,20,9,2,7,3,42,2,31,19,247,382
E01000898,Camden,27,20,7,1,1,28,12,157,15,112,380
E01003304,Lewisham,27,23,14,4,3,40,23,96,34,116,380
E01000719,Bromley,20,16,20,8,1,30,8,182,31,63,379
E01000568,Brent,29,15,24,4,2,33,7,57,38,169,378
E01000939,Camden,22,15,26,4,2,46,19,141,5,98,378
E01001731,Hackney,18,36,10,3,6,32,14,143,32,84,378
E01002514,Hillingdon,11,16,18,2,2,40,12,144,14,119,378
E01004062,Southwark,25,38,13,1,1,40,19,98,16,127,378
E01001777,Hackney,11,33,14,2,2,29,24,143,32,87,377
E01002835,Kensington and Chelsea,16,29,22,5,1,36,8,135,66,59,377
E01001780,Hackney,18,28,21,2,2,19,18,137,41,90,376
E01001615,Greenwich,22,23,10,10,3,47,12,132,27,88,374
E01001641,Greenwich,13,34,35,3,1,18,8,150,30,81,373
E01000193,Barnet,12,14,16,4,1,33,9,175,39,69,372
E01001225,Ealing,15,15,12,2,2,41,11,161,30,82,371
E01003193,Lewisham,22,13,17,4,7,34,9,139,40,86,371
E01000586,Brent,16,32,6,3,2,32,35,123,24,97,370
E01002037,Haringey,21,52,15,8,2,28,13,52,76,102,369
E01004252,Tower Hamlets,30,32,30,6,2,26,19,61,53,110,369
E01001183,Croydon,24,13,19,4,4,23,16,148,23,94,368
E01001536,Enfield,21,17,18,8,4,27,17,114,52,89,367
E01003383,Merton,19,15,19,3,0,32,12,183,6,77,366
E01000945,Camden,19,12,14,4,2,27,19,181,15,71,364
E01002022,Haringey,20,29,3,3,1,23,20,167,27,71,364
E01002831,Kensington and Chelsea,13,25,21,5,3,47,13,103,29,105,364
E01003303,Lewisham,36,16,31,5,4,32,34,73,25,106,362
E01001874,Hammersmith and Fulham,33,23,37,7,3,50,14,75,36,82,360
E01003061,Lambeth,14,20,42,2,5,33,15,141,11,77,360
E01001990,Haringey,23,33,3,2,1,34,11,160,22,70,359
E01001155,Croydon,23,18,20,6,2,32,13,79,27,138,358
E01001779,Hackney,19,31,20,3,1,21,16,128,38,81,358
E01004277,Tower Hamlets,25,29,13,4,2,16,6,171,24,68,358
E01002497,Hillingdon,8,17,10,7,0,29,4,121,68,93,357
E01003913,Southwark,24,42,9,1,2,18,9,69,36,147,357
E01004695,Westminster,14,24,20,4,1,34,12,142,40,66,357
E01001351,Ealing,36,22,33,5,2,48,7,57,19,126,355
E01001238,Ealing,27,28,13,4,2,46,10,46,57,120,353
E01000956,Camden,11,18,34,1,3,27,12,143,21,82,352
E01003016,Lambeth,12,16,34,3,4,26,30,148,3,76,352
E01000916,Camden,17,39,9,2,1,17,16,142,44,64,351
E01000938,Camden,19,34,18,2,3,39,7,121,17,90,350
E01003096,Lambeth,28,20,17,9,2,21,4,47,17,185,350
E01003556,Newham,49,10,9,2,2,39,18,79,22,120,350
E01004251,Tower Hamlets,18,18,10,6,3,27,14,121,47,85,349
E01000155,Barnet,29,45,15,4,1,32,3,63,21,135,348
E01000851,Camden,10,33,9,3,0,14,7,220,19,33,348
E01002093,Haringey,18,18,11,3,2,23,8,122,77,65,347
E01001773,Hackney,14,51,11,5,2,17,22,117,37,70,346
E01000714,Bromley,16,24,34,6,2,44,3,93,15,108,345
E01004211,Tower Hamlets,24,25,43,4,2,32,13,99,30,73,345
E01004322,Tower Hamlets,20,17,29,6,3,35,5,89,29,112,345
E01004691,Westminster,13,21,20,2,1,20,23,103,92,50,345
E01001249,Ealing,15,21,10,3,4,26,5,142,30,88,344
E01001774,Hackney,10,22,14,4,2,19,20,159,19,75,344
E01003017,Lambeth,18,12,17,3,1,21,14,129,16,113,344
E01003994,Southwark,18,19,13,3,3,37,13,125,7,106,344
E01033578,Newham,14,18,24,7,5,49,11,76,26,114,344
E01000769,Bromley,37,7,4,1,,20,0,22,16,236,343
E01033573,Barnet,24,25,30,4,3,57,2,48,9,141,343
E01002397,Hillingdon,17,10,18,12,4,38,14,78,34,117,342
E01001718,Hackney,17,28,25,6,5,30,22,117,26,65,341
E01002637,Hounslow,18,14,14,3,1,29,4,105,85,68,341
E01003074,Lambeth,25,34,20,5,3,22,8,120,20,84,341
E01002003,Haringey,20,33,19,8,6,33,11,55,31,124,340
E01002126,Harrow,20,33,34,6,4,25,8,69,18,123,340
E01002407,Hillingdon,17,19,42,5,4,31,10,70,29,113,340
E01004254,Tower Hamlets,24,82,11,6,5,24,13,58,47,70,340
E01003515,Newham,38,16,27,7,3,27,3,40,89,89,339
E01004178,Sutton,33,18,11,5,5,34,9,93,33,98,339
E01003486,Newham,26,6,13,1,3,34,15,96,58,86,338
E01002695,Islington,20,25,47,2,0,68,5,75,6,89,337
E01002740,Islington,20,23,24,3,1,18,22,150,25,51,337
E01032639,Southwark,33,9,53,5,8,52,5,55,10,107,337
E01001609,Greenwich,21,13,4,1,2,24,16,148,29,78,336
E01001849,Hackney,26,24,14,5,5,30,17,93,36,86,336
E01004562,Wandsworth,23,27,13,6,2,22,10,87,31,115,336
E01001389,Ealing,24,12,10,4,0,30,8,106,49,92,335
E01000510,Brent,24,14,50,2,9,42,15,63,15,100,334
E01001468,Enfield,38,12,0,8,,12,0,30,22,212,334
E01000628,Brent,28,13,20,5,7,19,13,84,29,115,333
E01002361,Havering,18,15,9,1,0,33,8,112,32,105,333
E01033701,Hackney,17,20,20,4,6,16,12,117,40,81,333
E01004326,Tower Hamlets,18,22,59,5,1,35,8,59,21,104,332
E01004234,Tower Hamlets,13,24,11,1,0,35,18,135,30,63,330
E01000722,Bromley,16,14,7,3,3,20,3,184,35,44,329
E01002735,Islington,19,30,12,2,4,26,20,97,37,82,329
E01001427,Enfield,34,22,28,1,0,25,13,27,101,76,327
E01001932,Hammersmith and Fulham,24,15,9,3,1,32,2,58,110,73,327
E01004644,Wandsworth,26,24,6,4,0,10,5,35,43,174,327
E01000323,Barnet,20,15,17,5,3,30,10,111,26,89,326
E01000913,Camden,25,12,6,3,,46,3,44,34,153,326
E01001011,Croydon,37,16,34,9,13,18,16,38,17,127,325
E01004226,Tower Hamlets,21,28,9,8,1,40,2,139,27,50,325
E01000973,Camden,19,36,11,4,5,30,7,92,33,87,324
E01002765,Islington,22,37,14,7,4,22,13,69,27,109,324
E01004040,Southwark,18,9,25,4,4,20,25,125,24,70,324
E01004698,Westminster,22,30,30,3,1,24,11,94,13,96,324
E01000740,Bromley,32,22,41,7,7,25,22,48,25,94,323
E01001894,Hammersmith and Fulham,26,27,17,4,2,33,9,85,27,93,323
E01002906,Kensington and Chelsea,22,23,13,9,1,32,2,49,17,154,322
E01004588,Wandsworth,15,26,12,3,2,29,9,108,22,96,322
E01033733,Greenwich,22,53,17,2,0,16,10,84,18,100,322
E01002821,Kensington and Chelsea,12,15,31,1,2,20,17,142,26,55,321
E01002850,Kensington and Chelsea,18,23,23,3,3,26,7,90,30,98,321
E01000221,Barnet,29,21,11,3,4,31,6,71,63,81,320
E01003039,Lambeth,10,28,9,7,2,21,19,122,27,74,319
E01003118,Lambeth,14,15,9,2,1,26,9,161,21,61,319
E01001519,Enfield,18,22,11,5,2,30,25,86,51,68,318
E01001696,Greenwich,16,22,27,1,6,44,8,73,20,101,318
E01002085,Haringey,18,15,40,3,3,38,27,71,30,73,318
E01002066,Haringey,26,18,9,4,4,23,20,65,47,100,316
E01003973,Southwark,11,19,15,0,0,18,7,171,16,59,316
E01004712,Westminster,13,13,5,2,0,22,23,160,21,57,316
E01002248,Havering,21,14,10,2,,31,2,68,38,129,315
E01003041,Lambeth,11,23,19,3,3,20,10,125,10,91,315
E01004203,Tower Hamlets,10,21,21,7,2,23,11,116,25,79,315
E01001076,Croydon,20,26,10,1,3,36,9,102,12,95,314
E01001181,Croydon,23,30,20,3,4,21,8,40,37,128,314
E01001437,Enfield,19,21,23,12,2,25,17,48,50,97,314
E01001439,Enfield,24,21,12,5,6,36,7,51,29,123,314
E01002038,Haringey,27,18,24,5,3,33,8,34,51,111,314
E01000615,Brent,13,18,31,7,1,27,10,69,45,92,313
E01000856,Camden,13,16,32,2,2,38,16,98,10,86,313
E01001890,Hammersmith and Fulham,20,16,6,1,1,36,1,72,28,132,313
E01000642,Brent,16,17,20,5,1,32,9,88,22,102,312
E01003199,Lewisham,39,13,50,4,1,53,6,34,7,105,312
E01004244,Tower Hamlets,39,28,15,4,1,23,7,58,53,84,312
E01001191,Croydon,20,22,14,3,5,33,6,73,30,104,310
E01003324,Lewisham,15,48,51,2,9,22,5,42,35,81,310
E01002814,Kensington and Chelsea,19,21,24,6,0,26,7,51,58,97,309
E01004294,Tower Hamlets,20,31,29,2,2,28,13,89,26,69,309
E01002648,Hounslow,26,4,24,1,3,34,6,56,25,129,308
E01003570,Newham,32,7,46,6,5,31,5,32,19,125,308
E01003619,Newham,19,9,49,4,9,40,12,55,12,99,308
E01001920,Hammersmith and Fulham,17,17,13,2,,22,3,135,24,74,307
E01002105,Haringey,20,18,21,5,4,25,13,66,48,87,307
E01002293,Havering,27,16,12,4,2,25,12,65,61,83,307
E01032512,Westminster,24,17,30,10,3,44,22,49,14,94,307
E01033084,Hounslow,15,12,28,4,4,33,11,65,13,122,307
E01001087,Croydon,19,17,16,7,3,30,16,58,44,95,305
E01001278,Ealing,23,12,18,2,1,33,6,32,113,65,305
E01003566,Newham,21,11,21,3,2,24,12,135,21,55,305
E01004438,Waltham Forest,14,13,13,2,2,35,9,118,16,83,305
E01033591,Redbridge,20,16,19,5,2,21,10,74,30,108,305
E01003729,Redbridge,17,16,27,8,0,23,19,93,28,73,304
E01003781,Redbridge,17,21,22,5,2,17,13,56,31,120,304
E01001012,Croydon,23,34,35,2,5,24,11,40,15,114,303
E01001381,Ealing,23,25,14,3,0,16,3,62,81,76,303
E01004212,Tower Hamlets,16,21,26,6,2,22,12,71,40,87,303
E01032573,Hounslow,18,21,10,2,1,26,6,116,56,47,303
E01032583,Southwark,9,22,23,6,2,17,14,119,13,78,303
E01000508,Brent,22,18,61,4,3,25,8,27,28,106,302
E01000335,Bexley,21,14,21,6,3,27,4,69,39,97,301
E01000799,Bromley,19,10,23,5,0,40,5,92,17,90,301
E01004732,Westminster,24,12,22,3,3,64,6,43,4,120,301
E01000129,Barnet,29,20,33,4,3,24,13,56,26,92,300
E01000150,Barnet,31,19,4,1,,18,5,90,85,47,300
E01001762,Hackney,18,20,12,6,3,23,9,108,24,77,300
E01003497,Newham,26,22,31,4,2,22,5,49,68,71,300
E01032579,Lewisham,25,28,23,1,3,30,9,55,28,98,300
E01000009,Barking and Dagenham,20,19,41,4,3,23,21,50,20,98,299
E01000946,Camden,23,30,15,2,0,19,16,122,14,58,299
E01002081,Haringey,28,18,11,7,3,14,20,60,54,84,299
E01004247,Tower Hamlets,23,14,14,3,4,32,8,59,39,103,299
E01004270,Tower Hamlets,26,21,34,5,3,25,9,81,30,65,299
E01033604,Westminster,22,7,19,1,6,33,14,77,15,105,299
E01001953,Hammersmith and Fulham,17,19,11,2,4,40,8,92,18,87,298
E01002368,Havering,19,15,5,8,0,21,4,78,44,104,298
E01000858,Camden,25,14,38,5,2,24,19,86,4,80,297
E01002859,Kensington and Chelsea,9,32,3,1,0,15,9,163,42,23,297
E01001554,Enfield,26,13,47,22,4,21,12,42,34,75,296
E01001754,Hackney,16,35,26,4,4,10,6,95,35,65,296
E01003778,Redbridge,14,28,12,5,1,21,12,88,48,67,296
E01003988,Southwark,21,26,36,3,4,24,14,60,45,63,296
E01002772,Islington,13,26,12,5,5,29,5,114,16,70,295
E01003317,Lewisham,23,46,30,2,6,21,16,46,38,67,295
E01004679,Westminster,16,36,16,2,2,37,10,59,11,106,295
E01000852,Camden,13,16,13,1,1,22,9,162,10,47,294
E01000861,Camden,14,16,17,3,1,21,13,105,22,82,294
E01001347,Ealing,15,13,14,2,0,26,4,74,91,55,294
E01004306,Tower Hamlets,11,28,30,5,4,15,6,80,21,94,294
E01001425,Enfield,16,11,27,6,3,21,30,43,44,92,293
E01002072,Haringey,25,18,12,3,0,22,19,49,53,92,293
E01003390,Merton,8,11,21,4,6,28,8,80,10,117,293
E01002036,Haringey,14,39,17,5,0,7,6,30,80,94,292
E01000548,Brent,13,22,9,5,1,31,9,89,21,91,291
E01003020,Lambeth,17,28,16,4,3,26,6,88,19,84,291
E01001971,Haringey,32,7,38,2,3,48,4,28,23,105,290
E01032764,Tower Hamlets,14,44,28,4,4,13,10,68,29,76,290
E01000105,Barking and Dagenham,18,15,20,3,4,13,8,107,28,73,289
E01001734,Hackney,20,14,22,2,1,26,13,54,45,92,289
E01002179,Harrow,18,20,33,3,3,29,8,51,32,92,289
E01004717,Westminster,9,14,4,0,0,9,10,187,15,41,289
E01000904,Camden,24,19,20,7,0,26,12,62,22,95,287
E01001172,Croydon,26,20,13,3,4,30,2,51,50,88,287
E01003051,Lambeth,18,43,31,3,9,16,11,52,8,96,287
E01003166,Lambeth,19,21,12,3,6,19,12,82,29,84,287
E01002319,Havering,17,13,9,1,1,18,4,108,37,78,286
E01002693,Hounslow,11,13,4,1,1,26,12,109,57,52,286
E01000521,Brent,18,12,31,5,5,25,10,31,29,119,285
E01001662,Greenwich,25,44,11,5,0,21,5,65,22,87,285
E01002592,Hounslow,24,8,20,4,0,16,1,88,39,85,285
E01004269,Tower Hamlets,16,26,17,2,2,21,9,96,20,75,284
E01004273,Tower Hamlets,23,29,24,3,3,15,6,57,50,74,284
E01033572,Barnet,28,43,5,1,2,13,4,33,43,111,283
E01001333,Ealing,28,22,31,5,1,22,7,29,26,111,282
E01001415,Enfield,14,26,2,3,,11,9,92,74,51,282
E01001830,Hackney,32,19,36,2,2,33,4,52,14,88,282
E01001876,Hammersmith and Fulham,21,20,19,12,3,17,9,37,32,112,282
E01003609,Newham,16,37,21,2,4,11,9,39,44,99,282
E01000171,Barnet,21,15,12,7,0,18,9,65,55,79,281
E01003114,Lambeth,22,10,11,2,0,31,11,87,24,83,281
E01003896,Richmond upon Thames,19,16,17,10,2,19,6,113,8,71,281
E01004303,Tower Hamlets,32,25,24,1,3,15,11,42,33,95,281
E01002641,Hounslow,18,13,28,6,1,49,10,45,21,89,280
E01004403,Waltham Forest,20,14,14,1,9,14,30,69,26,83,280
E01033030,Hounslow,17,11,10,4,5,28,8,105,4,88,280
E01000060,Barking and Dagenham,19,22,21,4,2,27,7,82,20,75,279
E01003090,Lambeth,12,24,28,4,4,23,12,74,18,80,279
E01003255,Lewisham,19,23,5,1,2,27,8,89,24,81,279
E01000921,Camden,9,20,12,1,3,25,4,113,16,75,278
E01003491,Newham,11,11,50,3,4,19,11,79,21,69,278
E01004444,Waltham Forest,19,22,18,1,5,15,6,55,37,100,278
E01033724,Hillingdon,20,10,31,7,1,19,8,31,36,115,278
E01000729,Bromley,23,31,12,5,1,29,3,55,21,97,277
E01002912,Kensington and Chelsea,20,8,9,2,1,32,2,87,20,96,277
E01004246,Tower Hamlets,17,29,6,4,1,26,4,33,40,116,276
E01000922,Camden,20,15,25,5,3,34,9,79,4,81,275
E01001167,Croydon,14,11,25,3,2,27,5,55,41,92,275
E01002664,Hounslow,21,15,17,10,1,24,5,67,21,94,275
E01003558,Newham,23,14,12,6,1,26,9,44,21,119,275
E01004310,Tower Hamlets,17,35,18,2,2,23,10,81,20,67,275
E01001117,Croydon,17,14,23,10,3,19,7,49,33,99,274
E01002730,Islington,19,13,21,3,2,23,15,66,35,77,274
E01004202,Tower Hamlets,13,27,15,1,1,17,9,92,34,65,274
E01033725,Hillingdon,31,15,15,7,3,19,7,32,35,110,274
E01003503,Newham,19,19,19,4,0,22,2,70,33,85,273
E01003976,Southwark,20,21,30,1,2,21,13,73,29,63,273
E01003979,Southwark,18,21,20,3,4,25,9,67,30,76,273
E01004286,Tower Hamlets,19,22,22,3,3,20,2,36,49,97,273
E01000457,Bexley,27,18,36,3,1,26,6,68,27,60,272
E01001445,Enfield,19,16,11,2,2,27,6,24,75,90,272
E01002643,Hounslow,15,35,15,3,3,25,0,42,60,74,272
E01002712,Islington,19,10,6,10,1,20,1,37,13,155,272
E01002726,Islington,12,20,14,2,4,24,5,117,19,55,272
E01002865,Kensington and Chelsea,10,10,6,5,2,14,2,178,27,18,272
E01001136,Croydon,18,26,11,6,4,25,11,54,25,91,271
E01002987,Kingston upon Thames,24,18,14,2,2,30,5,86,9,81,271
E01004076,Sutton,19,11,23,6,1,24,3,60,42,82,271
E01004456,Waltham Forest,15,3,10,0,3,15,6,92,73,54,271
E01002056,Haringey,11,27,15,2,2,21,9,44,65,74,270
E01003475,Merton,29,24,4,8,1,28,2,83,24,67,270
E01000523,Brent,21,22,32,7,3,23,11,32,35,83,269
E01000533,Brent,16,15,48,3,5,23,6,27,29,97,269
E01002649,Hounslow,24,22,21,3,3,35,10,24,25,102,269
E01000556,Brent,17,18,18,5,2,16,13,57,28,94,268
E01002489,Hillingdon,14,8,21,2,2,18,2,65,68,68,268
E01001646,Greenwich,18,20,8,2,2,15,5,61,39,97,267
E01003603,Newham,16,9,6,4,3,29,5,49,33,113,267
E01003788,Redbridge,13,22,37,5,2,22,13,21,48,84,267
E01003932,Southwark,10,12,28,1,3,27,10,94,12,70,267
E01003618,Newham,22,20,22,5,5,21,13,38,24,96,266
E01004219,Tower Hamlets,30,29,28,1,0,30,8,27,40,73,266
E01004681,Westminster,19,25,14,3,2,22,6,108,9,58,266
E01000316,Barnet,14,19,32,4,1,16,19,47,39,74,265
E01004675,Westminster,16,40,21,3,6,27,3,49,18,82,265
E01004682,Westminster,13,28,9,5,4,21,4,75,8,98,265
E01032778,Tower Hamlets,12,38,13,5,1,19,5,46,50,76,265
E01000630,Brent,21,8,13,2,3,22,8,78,11,98,264
E01000720,Bromley,45,15,13,3,3,19,8,25,25,108,264
E01002042,Haringey,16,20,2,0,1,21,8,31,38,127,264
E01004321,Tower Hamlets,12,22,34,5,4,11,12,37,40,87,264
E01033743,Greenwich,18,7,9,3,2,19,1,117,21,67,264
E01000013,Barking and Dagenham,15,14,15,2,2,21,8,59,19,108,263
E01000124,Barnet,15,20,5,0,4,12,8,123,24,52,263
E01000972,Camden,19,20,7,7,1,22,6,93,27,61,263
E01001010,Croydon,23,12,13,6,2,22,4,61,42,78,263
E01002213,Harrow,26,16,14,1,3,30,3,59,18,93,263
E01004290,Tower Hamlets,25,16,25,3,1,28,16,55,20,74,263
E01033738,Greenwich,13,4,11,4,3,37,8,80,39,64,263
E01001246,Ealing,32,21,17,3,1,20,7,30,76,55,262
E01001570,Enfield,9,10,9,5,1,17,8,105,44,54,262
E01001673,Greenwich,23,15,34,0,1,25,7,46,19,92,262
E01002051,Haringey,19,20,7,2,4,31,23,36,30,90,262
E01003922,Southwark,20,19,20,2,3,23,11,53,28,82,261
E01001222,Ealing,25,21,9,5,2,19,2,60,29,88,260
E01002040,Haringey,19,23,8,4,0,22,7,25,56,96,260
E01003933,Southwark,19,17,38,2,3,14,16,82,16,53,260
E01004022,Southwark,16,21,15,9,1,20,10,84,17,67,260
E01004267,Tower Hamlets,17,15,17,0,,32,9,52,29,89,260
E01000862,Camden,13,15,31,1,2,12,14,101,25,45,259
E01001675,Greenwich,20,20,14,1,1,22,10,63,11,97,259
E01001756,Hackney,8,28,13,1,,16,11,103,32,47,259
E01003229,Lewisham,23,11,9,1,2,25,3,86,43,56,259
E01004231,Tower Hamlets,10,12,18,2,0,26,7,83,17,84,259
E01004702,Westminster,17,17,27,3,3,30,4,35,20,103,259
E01002540,Hillingdon,15,9,10,2,,15,3,129,27,48,258
E01000264,Barnet,8,28,5,3,0,27,12,79,33,62,257
E01001808,Hackney,18,19,8,3,3,33,6,71,24,72,257
E01002827,Kensington and Chelsea,18,20,13,2,1,21,7,88,36,51,257
E01003768,Redbridge,19,7,6,2,0,24,11,72,11,105,257
E01001578,Greenwich,19,9,14,7,1,27,10,43,27,99,256
E01001747,Hackney,15,34,21,3,3,19,9,66,18,68,256
E01000268,Barnet,13,11,3,1,0,11,8,118,36,54,255
E01000963,Camden,13,19,4,3,1,18,17,101,21,58,255
E01001860,Hammersmith and Fulham,2,22,8,2,2,33,4,70,25,87,255
E01003003,Kingston upon Thames,17,12,20,4,2,24,1,37,19,119,255
E01003645,Redbridge,9,17,13,3,0,22,5,93,28,65,255
E01000250,Barnet,19,28,6,4,1,28,9,64,29,66,254
E01000526,Brent,17,17,49,1,2,16,4,25,13,109,253
E01001881,Hammersmith and Fulham,14,21,10,2,2,27,3,97,16,61,253
E01003120,Lambeth,26,17,10,2,2,29,8,37,23,99,253
E01004222,Tower Hamlets,14,19,26,5,2,20,5,68,18,76,253
E01004293,Tower Hamlets,13,17,23,0,0,16,4,120,15,45,253
E01000310,Barnet,15,17,10,2,3,28,3,33,63,78,252
E01000853,Camden,21,21,6,1,1,25,9,99,3,66,252
E01001354,Ealing,7,11,8,2,3,19,2,130,27,43,252
E01002720,Islington,16,24,14,4,4,21,8,60,21,80,252
E01003502,Newham,20,16,17,4,2,24,9,48,35,77,252
E01003636,Newham,21,14,56,2,6,21,12,23,21,76,252
E01004010,Southwark,7,10,33,6,4,12,21,82,11,66,252
E01004401,Waltham Forest,22,15,14,2,1,15,7,53,43,80,252
E01004569,Wandsworth,27,15,11,3,1,20,4,27,41,103,252
E01000404,Bexley,21,20,11,6,2,22,1,35,21,112,251
E01003606,Newham,18,12,22,3,5,17,7,74,32,61,251
E01003961,Southwark,30,14,13,2,3,19,7,58,15,90,251
E01004313,Tower Hamlets,14,11,22,4,2,26,18,57,23,74,251
E01004422,Waltham Forest,10,15,18,0,2,26,15,51,60,54,251
E01001761,Hackney,13,18,11,7,3,16,15,65,25,77,250
E01004005,Southwark,16,21,21,3,4,27,7,55,20,76,250
E01004666,Westminster,18,7,25,0,3,24,4,101,10,58,250
E01033577,Newham,12,27,16,5,2,22,9,31,23,103,250
E01000223,Barnet,13,11,18,5,3,22,3,71,35,68,249
E01000942,Camden,13,10,13,1,2,20,8,135,8,39,249
E01002310,Havering,19,18,4,4,0,20,5,85,24,70,249
E01002612,Hounslow,25,9,23,3,3,41,7,35,8,95,249
E01003493,Newham,12,11,18,4,3,27,10,43,21,100,249
E01001506,Enfield,26,14,17,3,4,17,8,41,45,73,248
E01002833,Kensington and Chelsea,12,20,10,6,0,17,4,121,20,38,248
E01004318,Tower Hamlets,15,24,17,4,3,27,8,69,17,64,248
E01004560,Wandsworth,5,13,18,0,1,15,22,65,56,53,248
E01004654,Westminster,13,18,8,0,0,21,5,77,38,68,248
E01000976,Croydon,14,27,23,2,4,19,10,43,24,81,247
E01002447,Hillingdon,20,16,11,7,3,24,1,68,34,63,247
E01002830,Kensington and Chelsea,7,32,20,3,4,25,10,34,12,100,247
E01004464,Waltham Forest,26,15,13,4,2,23,10,70,15,69,247
E01000023,Barking and Dagenham,12,14,23,9,2,24,15,38,21,88,246
E01000070,Barking and Dagenham,17,17,37,0,1,11,16,70,28,49,246
E01002684,Hounslow,22,30,2,2,1,27,2,46,38,76,246
E01002692,Hounslow,20,19,10,3,2,15,3,48,65,61,246
E01003093,Lambeth,21,16,22,1,1,22,8,53,10,92,246
E01000661,Bromley,22,21,12,6,6,17,2,23,24,112,245
E01001145,Croydon,28,11,26,5,0,18,6,28,21,102,245
E01001831,Hackney,9,21,13,6,1,21,10,94,18,52,245
E01001367,Ealing,11,35,16,5,4,22,12,39,17,83,244
E01002014,Haringey,18,13,7,4,0,17,7,64,31,83,244
E01002386,Havering,11,16,9,0,3,18,10,110,22,45,244
E01003499,Newham,24,17,10,2,2,26,5,30,36,92,244
E01003989,Southwark,17,13,23,4,1,15,4,70,23,74,244
E01004245,Tower Hamlets,27,21,16,3,3,20,1,22,37,94,244
E01004284,Tower Hamlets,13,26,22,3,2,20,8,42,17,91,244
E01000045,Barking and Dagenham,13,11,17,2,3,14,5,71,33,74,243
E01000928,Camden,14,12,23,1,2,22,15,73,21,60,243
E01002801,Islington,10,14,17,0,0,15,14,101,23,49,243
E01003531,Newham,19,10,27,6,,14,19,63,16,69,243
E01003719,Redbridge,18,9,18,3,1,24,8,42,29,91,243
E01003980,Southwark,20,20,19,5,1,15,8,56,18,81,243
E01004476,Wandsworth,11,25,6,3,2,22,4,118,14,38,243
E01000728,Bromley,32,10,11,3,0,17,1,77,42,49,242
E01002043,Haringey,25,19,7,1,2,22,7,38,51,70,242
E01002870,Kensington and Chelsea,13,14,25,5,1,19,4,67,13,81,242
E01003250,Lewisham,17,63,13,5,0,14,4,53,8,65,242
E01004253,Tower Hamlets,10,32,15,4,4,15,4,18,41,99,242
E01001884,Hammersmith and Fulham,12,8,10,2,1,23,5,87,23,70,241
E01002620,Hounslow,24,23,16,2,0,25,5,22,29,95,241
E01003427,Merton,11,11,27,2,1,23,7,73,11,75,241
E01001806,Hackney,7,12,19,1,,17,21,96,21,46,240
E01001847,Hackney,21,9,7,4,,22,8,16,15,138,240
E01002930,Kingston upon Thames,18,13,7,3,0,24,5,103,15,52,240
E01003176,Lambeth,15,10,58,3,7,17,7,44,15,64,240
E01003186,Lambeth,13,22,26,7,7,15,3,73,14,60,240
E01003190,Lewisham,21,20,15,4,1,32,4,27,34,82,240
