geography_code,Borough,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,sum_2021
E01000765,Bromley,6,13,3,2,1,18,3,26,21,28,121
E01000986,Croydon,7,6,1,2,,9,1,29,17,49,121
E01001620,Greenwich,7,6,7,2,1,13,2,31,12,40,121
E01001930,Hammersmith and Fulham,13,19,4,1,,12,1,26,20,25,121
E01001977,Haringey,5,7,3,1,,11,3,23,32,36,121
E01002543,Hillingdon,12,11,8,2,1,8,3,7,15,54,121
E01002768,Islington,12,16,5,4,1,11,1,14,15,42,121
E01003031,Lambeth,11,9,10,2,,11,2,13,10,53,121
E01003053,Lambeth,13,15,9,5,1,9,4,29,8,28,121
E01003119,Lambeth,14,5,10,2,1,9,1,17,16,46,121
E01003133,Lambeth,4,8,7,2,2,5,1,20,37,35,121
E01003141,Lambeth,6,6,3,4,2,14,1,12,18,55,121
E01003209,Lewisham,23,13,6,0,1,15,1,16,8,38,121
E01003245,Lewisham,13,19,12,1,3,4,2,24,14,29,121
E01003323,Lewisham,10,7,4,3,2,4,3,15,21,52,121
E01003370,Merton,4,8,5,2,1,7,3,55,6,30,121
E01003539,Newham,5,6,10,4,4,4,7,10,18,53,121
E01003647,Redbridge,15,12,6,,0,9,1,23,28,27,121
E01003727,Redbridge,8,5,4,1,1,7,1,18,24,52,121
E01003911,Southwark,11,12,7,2,1,6,0,28,9,45,121
E01004126,Sutton,14,8,1,2,,11,2,13,22,48,121
E01004148,Sutton,6,14,11,1,,7,3,14,18,47,121
E01004463,Waltham Forest,6,4,11,0,1,8,6,21,30,34,121
E01033132,Wandsworth,7,8,6,0,0,13,4,30,5,48,121
E01033341,Lewisham,10,14,8,2,2,13,5,19,11,37,121
E01000042,Barking and Dagenham,12,7,13,4,,6,3,6,18,51,120
E01000602,Brent,7,2,6,2,2,9,5,14,22,51,120
E01000941,Camden,6,7,9,2,1,8,9,34,2,42,120
E01000995,Croydon,6,1,6,2,,8,3,39,16,39,120
E01001015,Croydon,11,9,7,2,1,12,3,10,9,56,120
E01001206,Ealing,9,7,8,2,1,15,3,13,6,56,120
E01001213,Ealing,9,5,6,2,0,17,2,11,14,54,120
E01001301,Ealing,13,12,6,0,2,10,3,16,18,40,120
E01001414,Enfield,8,4,19,2,2,7,,9,16,53,120
E01001500,Enfield,2,6,3,0,1,2,4,6,54,42,120
E01001560,Enfield,12,11,8,1,,9,4,8,32,35,120
E01001740,Hackney,6,9,8,3,1,14,7,31,6,35,120
E01001823,Hackney,15,11,8,2,1,11,9,10,19,34,120
E01001852,Hammersmith and Fulham,11,16,6,1,,10,0,30,11,35,120
E01001868,Hammersmith and Fulham,7,9,10,1,1,12,5,24,12,39,120
E01002457,Hillingdon,11,0,8,5,,12,0,14,11,59,120
E01002823,Kensington and Chelsea,8,17,7,4,2,6,5,24,20,27,120
E01002888,Kensington and Chelsea,5,7,11,1,0,19,3,34,14,26,120
E01003011,Kingston upon Thames,8,5,50,0,1,6,2,12,10,26,120
E01003029,Lambeth,6,29,10,1,0,7,2,22,16,27,120
E01003266,Lewisham,11,7,7,4,0,8,3,14,11,55,120
E01003300,Lewisham,7,10,7,1,4,14,3,12,11,51,120
E01003326,Lewisham,8,9,8,4,1,9,2,20,18,41,120
E01003336,Lewisham,9,3,12,2,3,23,1,13,13,41,120
E01003394,Merton,10,7,17,1,,11,7,10,16,41,120
E01003878,Richmond upon Thames,26,11,7,2,0,12,2,15,13,32,120
E01004156,Sutton,6,8,6,0,2,4,3,37,14,40,120
E01004200,Tower Hamlets,5,10,11,0,1,5,5,33,18,32,120
E01004312,Tower Hamlets,12,8,10,2,0,12,2,24,11,39,120
E01004346,Waltham Forest,7,6,10,3,,7,8,18,26,35,120
E01004427,Waltham Forest,5,4,8,3,1,13,1,16,17,52,120
E01004645,Wandsworth,12,13,3,4,,5,,16,25,42,120
E01000050,Barking and Dagenham,10,5,13,3,,7,4,11,17,49,119
E01000484,Brent,13,8,11,3,4,9,0,13,11,47,119
E01000564,Brent,10,6,11,5,1,12,4,18,12,40,119
E01001175,Croydon,6,4,13,2,3,6,6,11,23,45,119
E01001650,Greenwich,12,6,2,3,0,7,3,15,21,50,119
E01001969,Haringey,12,13,8,4,0,10,2,9,32,29,119
E01002136,Harrow,17,6,8,5,1,10,2,8,10,52,119
E01002154,Harrow,8,11,10,1,2,8,5,21,23,30,119
E01002369,Havering,11,13,5,4,0,6,0,8,24,48,119
E01002555,Hounslow,10,11,4,2,1,5,1,20,20,45,119
E01002647,Hounslow,9,6,13,3,0,17,2,8,7,54,119
E01002788,Islington,18,11,4,3,2,11,3,14,12,41,119
E01003025,Lambeth,11,5,15,0,3,6,7,16,20,36,119
E01003075,Lambeth,11,8,4,1,,7,3,16,11,58,119
E01003105,Lambeth,13,9,13,1,2,7,5,15,17,37,119
E01003268,Lewisham,15,9,17,3,1,16,2,10,10,36,119
E01003308,Lewisham,5,16,5,1,1,12,2,12,21,44,119
E01003337,Lewisham,18,5,8,1,2,9,1,7,17,51,119
E01003373,Merton,13,0,8,1,1,13,2,12,4,65,119
E01003400,Merton,3,4,2,4,1,18,2,33,12,40,119
E01003401,Merton,7,7,1,1,,13,1,57,9,23,119
E01003452,Merton,11,8,5,4,1,17,4,4,22,43,119
E01003524,Newham,12,3,17,3,2,8,3,15,17,39,119
E01003918,Southwark,6,15,6,3,,4,4,16,27,38,119
E01003998,Southwark,8,3,9,1,1,9,5,42,13,28,119
E01004029,Southwark,12,21,5,3,1,4,2,20,14,37,119
E01004053,Southwark,6,19,4,0,4,3,5,20,16,42,119
E01004414,Waltham Forest,8,9,9,3,1,13,0,26,21,29,119
E01004643,Wandsworth,16,12,3,1,2,11,5,12,8,49,119
E01004693,Westminster,3,19,6,0,1,6,3,13,44,24,119
E01000034,Barking and Dagenham,12,6,9,1,0,10,1,16,9,54,118
E01000137,Barnet,12,13,4,3,1,9,1,9,24,42,118
E01000182,Barnet,10,9,4,,,14,8,25,10,38,118
E01000214,Barnet,6,18,0,0,,12,12,25,15,30,118
E01000434,Bexley,16,7,10,0,1,8,2,12,8,54,118
E01001161,Croydon,11,5,5,4,3,5,3,10,19,53,118
E01001233,Ealing,13,8,4,0,1,11,2,28,20,31,118
E01001275,Ealing,17,25,4,0,1,5,1,13,24,28,118
E01001398,Enfield,7,9,1,1,,6,,23,46,25,118
E01001449,Enfield,12,5,5,6,,4,3,10,26,47,118
E01001492,Enfield,4,10,4,4,0,7,0,11,32,46,118
E01001569,Enfield,17,12,5,1,1,8,4,14,23,33,118
E01001659,Greenwich,12,6,10,2,4,11,1,18,22,32,118
E01001736,Hackney,7,18,15,3,,7,4,26,16,22,118
E01001870,Hammersmith and Fulham,10,11,6,,2,12,1,24,19,33,118
E01001911,Hammersmith and Fulham,12,10,8,,0,5,,21,10,52,118
E01002004,Haringey,6,12,4,0,1,8,4,13,30,40,118
E01002125,Harrow,8,15,10,2,2,7,5,21,12,36,118
E01002277,Havering,3,9,2,3,1,15,2,34,4,45,118
E01002313,Havering,10,5,3,2,1,6,2,10,15,64,118
E01002400,Hillingdon,8,10,4,4,1,13,4,16,26,32,118
E01002923,Kingston upon Thames,9,9,3,2,1,22,2,13,3,54,118
E01003220,Lewisham,7,6,8,3,1,5,7,14,21,46,118
E01003241,Lewisham,10,9,9,2,2,8,0,20,25,33,118
E01003248,Lewisham,6,22,10,2,2,2,5,20,27,22,118
E01003360,Merton,11,8,2,1,0,16,2,32,8,38,118
E01003599,Newham,4,6,18,2,2,15,4,16,16,35,118
E01003721,Redbridge,16,6,1,4,1,6,4,22,14,44,118
E01003782,Redbridge,3,4,22,1,1,4,2,15,20,46,118
E01004089,Sutton,10,8,5,2,1,8,9,22,7,46,118
E01004366,Waltham Forest,9,2,8,2,2,12,6,18,15,44,118
E01004413,Waltham Forest,18,12,4,0,,7,0,14,20,43,118
E01004567,Wandsworth,5,8,2,4,1,18,2,15,6,57,118
E01000311,Barnet,6,22,7,4,1,13,2,15,27,20,117
E01000605,Brent,7,8,5,3,1,9,0,22,15,47,117
E01000718,Bromley,6,15,8,2,,6,2,7,32,39,117
E01000871,Camden,4,13,3,2,1,6,0,21,38,29,117
E01001298,Ealing,7,11,8,1,,9,3,14,17,47,117
E01001368,Ealing,11,6,10,1,0,3,0,11,10,65,117
E01001478,Enfield,6,11,4,2,,4,8,8,38,36,117
E01001803,Hackney,7,20,2,,1,5,3,30,19,30,117
E01001809,Hackney,12,6,2,1,1,17,6,15,25,32,117
E01001819,Hackney,4,9,8,2,1,7,7,30,27,22,117
E01001837,Hackney,3,11,4,1,1,7,6,36,21,27,117
E01001879,Hammersmith and Fulham,14,14,3,1,1,13,7,16,15,33,117
E01002094,Haringey,14,5,3,1,0,2,4,13,23,52,117
E01002499,Hillingdon,8,6,15,3,2,5,,19,23,36,117
E01002578,Hounslow,6,11,2,,,14,6,14,31,33,117
E01002606,Hounslow,10,16,6,3,2,10,1,8,12,49,117
E01002970,Kingston upon Thames,9,11,11,1,2,10,3,13,11,46,117
E01003069,Lambeth,19,5,5,2,1,12,4,13,9,47,117
E01003070,Lambeth,7,2,7,2,0,16,3,11,11,58,117
E01003147,Lambeth,7,18,4,1,4,6,0,13,32,32,117
E01003244,Lewisham,15,8,24,2,1,10,0,14,11,32,117
E01003551,Newham,4,5,5,4,0,13,7,14,11,54,117
E01003692,Redbridge,9,10,8,2,1,7,2,12,18,48,117
E01003983,Southwark,8,4,11,1,0,4,4,13,12,60,117
E01004110,Sutton,11,6,9,,,11,0,11,11,58,117
E01004152,Sutton,7,13,5,1,2,13,3,20,15,38,117
E01032788,Hammersmith and Fulham,9,7,5,2,4,14,3,18,17,38,117
E01000025,Barking and Dagenham,11,11,3,2,1,11,2,12,21,42,116
E01000073,Barking and Dagenham,6,9,8,5,1,4,2,20,13,48,116
E01000159,Barnet,7,13,5,2,3,4,1,4,32,45,116
E01000235,Barnet,8,11,9,2,0,6,5,19,18,38,116
E01000273,Barnet,5,12,4,2,1,10,5,12,21,44,116
E01001016,Croydon,13,15,2,1,1,13,2,14,12,43,116
E01001143,Croydon,24,6,10,1,1,14,0,12,13,35,116
E01001148,Croydon,6,7,8,2,0,4,4,15,18,52,116
E01001235,Ealing,9,17,5,2,,12,4,19,14,34,116
E01001356,Ealing,7,10,14,,1,12,5,10,14,43,116
E01001393,Enfield,11,17,3,0,2,11,1,8,23,40,116
E01001972,Haringey,3,14,5,2,0,8,6,20,20,38,116
E01001995,Haringey,12,10,3,2,0,10,3,13,16,47,116
E01002062,Haringey,7,19,1,1,1,3,2,16,32,34,116
E01002112,Harrow,7,8,0,2,,8,3,17,46,25,116
E01002134,Harrow,12,4,2,2,,4,,10,19,63,116
E01002736,Islington,10,10,4,1,,4,4,20,17,46,116
E01002822,Kensington and Chelsea,1,18,7,0,1,4,4,49,19,13,116
E01002836,Kensington and Chelsea,5,21,5,1,0,4,1,19,27,33,116
E01003398,Merton,2,11,2,3,,11,3,30,14,40,116
E01003460,Merton,6,12,8,1,1,10,3,20,30,25,116
E01003480,Newham,8,11,8,4,3,3,1,16,10,52,116
E01003784,Redbridge,10,6,7,1,3,4,1,14,21,49,116
E01003926,Southwark,6,6,4,2,2,7,6,32,6,45,116
E01003971,Southwark,6,10,21,1,4,10,5,17,8,34,116
E01003995,Southwark,5,11,6,0,1,16,1,15,10,51,116
E01004177,Sutton,11,11,6,1,0,10,4,12,13,48,116
E01004263,Tower Hamlets,9,10,4,2,1,9,1,13,28,39,116
E01004358,Waltham Forest,22,6,4,3,,7,3,5,16,50,116
E01004398,Waltham Forest,8,2,16,1,,11,2,14,26,36,116
E01004449,Waltham Forest,12,7,2,6,1,6,4,4,20,54,116
E01004566,Wandsworth,7,13,5,1,,7,4,24,25,30,116
E01004630,Wandsworth,5,9,7,4,,11,1,17,12,50,116
E01033744,Greenwich,12,7,5,2,2,7,1,5,16,59,116
E01000101,Barking and Dagenham,9,14,4,8,1,12,3,8,17,39,115
E01000422,Bexley,8,3,3,2,1,5,2,12,29,50,115
E01000503,Brent,10,6,5,3,0,10,3,13,26,39,115
E01000511,Brent,5,8,5,3,1,11,4,14,21,43,115
E01000779,Bromley,7,14,9,2,1,7,2,28,18,27,115
E01001297,Ealing,4,7,25,7,0,2,6,8,14,42,115
E01001436,Enfield,9,15,2,2,0,6,6,12,30,33,115
E01001499,Enfield,10,10,9,0,,7,7,3,39,30,115
E01001514,Enfield,6,8,16,3,0,11,7,8,23,33,115
E01001751,Hackney,1,3,4,0,0,2,5,63,20,17,115
E01001974,Haringey,6,18,3,1,0,7,2,19,23,36,115
E01002266,Havering,6,6,1,2,0,4,6,41,11,38,115
E01002425,Hillingdon,15,6,13,,,16,,18,15,32,115
E01002560,Hounslow,13,10,10,2,1,5,1,9,16,48,115
E01003174,Lambeth,13,4,5,5,4,11,7,8,8,50,115
E01003236,Lewisham,10,9,5,2,1,13,4,16,18,37,115
E01003274,Lewisham,11,6,8,1,1,9,3,18,19,39,115
E01003589,Newham,4,3,4,4,0,5,7,15,15,58,115
E01003683,Redbridge,7,9,2,2,0,8,4,11,20,52,115
E01003716,Redbridge,6,5,10,1,0,7,5,8,27,46,115
E01003839,Richmond upon Thames,15,9,8,3,2,10,0,5,6,57,115
E01004019,Southwark,6,11,6,2,1,7,8,21,25,28,115
E01000103,Barking and Dagenham,7,6,18,2,1,7,3,8,8,54,114
E01000128,Barnet,10,12,14,4,0,8,2,9,21,34,114
E01000198,Barnet,7,11,2,13,2,2,4,12,23,38,114
E01000509,Brent,7,13,14,2,1,11,1,8,19,38,114
E01000634,Brent,13,9,4,4,2,13,3,14,4,48,114
E01000952,Camden,13,9,8,2,,10,6,16,7,43,114
E01000978,Croydon,9,9,5,1,,9,3,9,17,52,114
E01001162,Croydon,13,10,4,1,2,9,2,14,23,36,114
E01001169,Croydon,10,6,3,1,1,7,0,5,26,55,114
E01001230,Ealing,12,5,5,1,1,9,6,13,18,44,114
E01001590,Greenwich,14,7,9,1,1,13,2,9,16,42,114
E01001653,Greenwich,11,1,3,3,1,9,3,6,9,68,114
E01001671,Greenwich,12,4,11,5,2,9,0,7,18,46,114
E01001791,Hackney,12,14,8,1,4,5,5,15,10,40,114
E01001842,Hackney,8,12,2,2,,14,5,21,9,41,114
E01001863,Hammersmith and Fulham,12,8,7,3,3,8,1,14,22,36,114
E01001934,Hammersmith and Fulham,6,12,9,1,1,10,6,16,11,42,114
E01002769,Islington,12,12,9,1,2,13,2,17,19,27,114
E01002802,Islington,5,7,11,0,1,11,7,34,11,27,114
E01002876,Kensington and Chelsea,9,5,1,2,0,12,1,23,37,24,114
E01003125,Lambeth,9,9,11,0,1,11,3,14,8,48,114
E01003187,Lambeth,10,14,8,2,5,17,1,13,3,41,114
E01003402,Merton,8,7,16,0,0,9,3,39,3,29,114
E01003545,Newham,11,3,7,3,2,7,0,18,18,45,114
E01003942,Southwark,5,13,14,0,0,6,3,32,5,36,114
E01003948,Southwark,5,8,7,0,2,13,5,19,27,28,114
E01004011,Southwark,9,5,12,1,2,11,3,20,11,40,114
E01004614,Wandsworth,13,10,5,3,3,15,1,17,17,30,114
E01032777,Tower Hamlets,10,5,8,0,0,7,3,22,18,41,114
E01000018,Barking and Dagenham,17,12,3,3,1,4,3,9,13,48,113
E01000079,Barking and Dagenham,9,16,11,4,0,2,4,11,23,33,113
E01000142,Barnet,12,9,1,2,,7,2,19,33,28,113
E01000238,Barnet,4,20,2,0,,7,2,16,30,32,113
E01000259,Barnet,5,14,3,1,0,6,0,11,34,39,113
E01000848,Camden,9,12,2,0,,10,1,33,27,19,113
E01001307,Ealing,9,4,13,1,0,11,3,10,24,38,113
E01001527,Enfield,8,20,3,1,0,5,6,13,34,23,113
E01001621,Greenwich,13,6,5,,1,9,0,5,19,55,113
E01001956,Hammersmith and Fulham,15,15,5,0,0,8,5,11,22,32,113
E01002083,Haringey,7,17,5,0,1,6,0,13,37,27,113
E01002183,Harrow,6,5,9,3,0,8,2,14,20,46,113
E01002715,Islington,10,5,6,2,3,15,2,28,7,35,113
E01002760,Islington,5,15,16,4,0,7,4,7,15,40,113
E01003068,Lambeth,9,2,12,0,1,13,0,17,19,40,113
E01003148,Lambeth,12,7,4,4,,10,4,11,21,40,113
E01003409,Merton,11,9,8,1,1,9,4,11,11,48,113
E01003737,Redbridge,13,6,8,,1,9,1,6,31,38,113
E01003738,Redbridge,14,8,5,4,0,3,4,9,22,44,113
E01004074,Southwark,14,17,3,0,1,8,4,29,15,22,113
E01004108,Sutton,23,13,5,4,1,3,1,7,11,45,113
E01004345,Waltham Forest,7,13,2,1,,8,2,14,22,44,113
E01004538,Wandsworth,8,16,12,,0,7,1,19,9,41,113
E01004592,Wandsworth,10,6,7,0,0,6,2,27,10,45,113
E01032566,Bexley,10,5,6,6,2,6,5,8,12,53,113
E01033486,Islington,2,3,7,0,1,9,7,29,14,41,113
E01000011,Barking and Dagenham,12,4,9,1,1,7,3,13,10,52,112
E01000255,Barnet,7,9,2,3,0,9,3,20,19,40,112
E01000302,Barnet,7,12,9,2,1,8,4,28,19,22,112
E01000560,Brent,9,22,6,,,4,2,14,29,26,112
E01000710,Bromley,4,15,3,1,,4,1,18,29,37,112
E01001074,Croydon,13,8,8,2,,12,1,13,9,46,112
E01001084,Croydon,5,4,10,3,2,15,3,7,17,46,112
E01001317,Ealing,9,9,9,2,,8,0,10,21,44,112
E01001369,Ealing,2,11,1,1,1,6,4,20,22,44,112
E01001546,Enfield,8,12,3,1,1,4,2,11,18,52,112
E01001660,Greenwich,16,4,7,2,2,10,3,9,19,40,112
E01001686,Greenwich,4,12,6,1,3,8,2,11,20,45,112
E01001690,Greenwich,8,10,9,3,1,5,1,8,20,47,112
E01001704,Greenwich,13,4,1,1,0,11,2,5,29,46,112
E01001759,Hackney,3,11,4,1,1,8,4,24,18,38,112
E01002020,Haringey,11,12,1,1,2,5,4,21,18,37,112
E01002157,Harrow,4,7,6,0,2,9,0,22,23,39,112
E01002321,Havering,8,8,15,3,1,6,5,30,13,23,112
E01002352,Havering,4,11,6,3,0,8,0,22,21,37,112
E01002544,Hillingdon,3,3,4,2,,4,0,23,44,29,112
E01002552,Hillingdon,9,8,3,5,1,8,2,8,21,47,112
E01002610,Hounslow,10,4,0,6,0,15,1,12,18,46,112
E01002683,Hounslow,10,10,6,2,1,12,1,15,20,35,112
E01002879,Kensington and Chelsea,9,6,4,1,0,21,2,28,8,33,112
E01002887,Kensington and Chelsea,5,21,14,1,0,2,1,27,20,21,112
E01003092,Lambeth,8,17,12,2,2,3,5,18,12,33,112
E01003159,Lambeth,9,14,9,3,,7,4,13,13,40,112
E01003213,Lewisham,12,14,1,2,1,6,2,18,27,29,112
E01003225,Lewisham,12,6,1,2,0,2,4,24,23,38,112
E01003335,Lewisham,16,9,3,2,2,9,,14,23,34,112
E01003377,Merton,13,7,10,2,2,13,1,8,4,52,112
E01003414,Merton,10,4,3,4,2,4,10,13,8,54,112
E01003534,Newham,7,6,6,2,0,3,4,19,13,52,112
E01003550,Newham,13,5,10,3,1,5,4,16,14,41,112
E01003634,Newham,10,10,19,3,1,7,4,12,6,40,112
E01003722,Redbridge,6,8,5,2,0,7,1,11,17,55,112
E01003917,Southwark,10,15,3,1,0,13,1,17,12,40,112
E01003970,Southwark,20,10,9,1,1,5,4,15,7,40,112
E01004075,Southwark,5,9,3,1,1,9,7,28,32,17,112
E01004184,Sutton,10,3,3,2,1,16,1,7,22,47,112
E01004275,Tower Hamlets,12,6,7,2,0,11,2,11,10,51,112
E01004590,Wandsworth,11,8,7,2,5,7,3,12,13,44,112
E01000065,Barking and Dagenham,6,15,13,1,,4,1,13,22,36,111
E01000068,Barking and Dagenham,6,6,13,1,4,4,1,14,19,43,111
E01000094,Barking and Dagenham,10,7,6,1,1,7,0,8,17,54,111
E01000222,Barnet,10,10,2,0,0,5,1,11,23,49,111
E01000271,Barnet,2,11,2,1,,9,2,21,31,32,111
E01000367,Bexley,11,10,1,6,,8,1,8,16,50,111
E01000372,Bexley,14,10,2,3,,8,0,9,11,54,111
E01000405,Bexley,9,5,7,2,1,6,1,13,14,53,111
E01000857,Camden,8,5,10,2,,11,5,23,26,21,111
E01000968,Camden,11,7,7,4,,9,1,13,32,27,111
E01001040,Croydon,5,10,7,2,2,5,1,24,18,37,111
E01001091,Croydon,9,10,15,2,1,19,1,10,21,23,111
E01001149,Croydon,14,4,2,6,,10,,7,21,47,111
E01001187,Croydon,17,6,4,4,,8,1,9,29,33,111
E01001358,Ealing,4,12,7,1,0,5,2,25,16,39,111
E01001648,Greenwich,6,6,5,2,2,11,1,14,27,37,111
E01001805,Hackney,7,18,4,,3,10,2,24,15,28,111
E01001889,Hammersmith and Fulham,8,5,6,1,,10,3,34,14,30,111
E01001983,Haringey,1,15,3,1,0,3,8,17,28,35,111
E01001989,Haringey,5,14,2,1,2,3,1,28,28,27,111
E01001992,Haringey,3,19,0,2,,10,5,13,21,38,111
E01002142,Harrow,5,6,4,2,2,11,1,40,19,21,111
E01002204,Harrow,5,12,7,2,,9,4,17,16,39,111
E01002346,Havering,13,11,3,2,2,14,1,2,13,50,111
E01002472,Hillingdon,3,11,0,0,,12,2,42,13,28,111
E01002492,Hillingdon,5,4,14,1,1,7,1,15,24,39,111
E01002816,Kensington and Chelsea,7,22,2,,,10,1,33,6,30,111
E01002864,Kensington and Chelsea,6,11,21,1,,8,4,22,14,24,111
E01002893,Kensington and Chelsea,9,8,8,3,1,5,1,17,22,37,111
E01003077,Lambeth,9,12,9,1,0,8,4,25,13,30,111
E01003378,Merton,4,6,9,4,0,8,4,12,15,49,111
E01003450,Merton,7,4,5,2,,10,1,9,34,39,111
E01003586,Newham,7,6,6,0,0,11,1,17,10,53,111
E01003668,Redbridge,7,6,8,3,3,3,0,26,23,32,111
E01003832,Richmond upon Thames,19,4,4,1,0,10,0,12,7,54,111
E01003940,Southwark,7,15,5,3,0,6,3,18,6,48,111
E01004124,Sutton,10,7,3,3,,7,,8,30,43,111
E01004125,Sutton,7,10,3,0,2,3,2,10,15,59,111
E01004301,Tower Hamlets,3,3,23,2,2,3,5,22,9,39,111
E01004487,Wandsworth,11,6,2,1,1,15,0,12,28,35,111
E01004582,Wandsworth,6,15,3,3,0,1,7,24,27,25,111
E01004585,Wandsworth,9,13,10,2,2,12,1,28,10,24,111
E01004610,Wandsworth,10,11,2,3,1,13,1,16,19,35,111
E01004719,Westminster,9,11,7,4,2,12,2,15,17,32,111
E01004760,Westminster,4,10,6,,,18,9,18,14,32,111
E01032765,Tower Hamlets,9,12,4,4,,5,0,24,15,38,111
E01000153,Barnet,15,6,13,2,2,4,3,12,14,39,110
E01000188,Barnet,10,7,2,2,,5,1,33,17,33,110
E01000459,Bexley,8,3,3,2,,14,1,8,11,60,110
E01000481,Brent,6,5,5,1,,8,4,14,10,57,110
E01000599,Brent,12,18,11,0,3,5,2,7,13,39,110
E01000875,Camden,9,7,10,0,1,4,,17,35,27,110
E01000984,Croydon,16,15,7,2,0,10,0,12,10,38,110
E01001038,Croydon,15,6,4,,3,5,0,7,13,57,110
E01001573,Greenwich,13,3,7,0,4,5,2,22,18,36,110
E01001588,Greenwich,14,6,5,2,,9,8,13,13,40,110
E01001624,Greenwich,6,3,4,2,1,7,0,6,16,65,110
E01001855,Hammersmith and Fulham,5,17,6,2,1,5,1,23,13,37,110
E01002439,Hillingdon,14,7,5,2,2,9,,20,12,39,110
E01002454,Hillingdon,16,4,4,1,2,7,3,8,12,53,110
E01002573,Hounslow,8,9,3,1,0,7,3,36,22,21,110
E01002625,Hounslow,13,8,3,3,,7,1,7,19,49,110
E01002828,Kensington and Chelsea,6,17,5,0,1,10,1,35,15,20,110
E01003251,Lewisham,15,14,10,1,1,6,0,17,11,35,110
